Date,Product_Name,Quantity,Unit_Price,Store_Location,Payment_Type,Promotion_Applied,Weather,Temperature,Staff_Performance_Rating,Customer_Feedback,Delivery_Time_min,Order_Type,Customer_Name,Customer_Address,Customer_PhoneNumber,Customer_Email,Staff_Name,Staff_Email,Day_Of_Week,Total_Sales
2023-01-19 20:00:00,Fruit Cake,2,10.3256158467793,East,Credit Card,False,Sunny,30.5590500055177,Good,Unknown,22,In Store,James Martinez,"7538 Cathy Burg
North Jennifer, GU 76183",484-715-6505x6424,timothy70@example.net,Amy Ward,qwheeler@example.net,Thursday,20.6512316935587
2023-01-19 21:00:00,Red Velvet Cake,3,15.4746673584135,North,Credit Card,True,Sunny,34.185103055762,Excellent,Neutral,42,Online Order,Alan Taylor,"02877 Taylor Rue
New Joseph, LA 37082",317-510-4993,reyeschristopher@example.net,Michelle Hunter,njohnson@example.org,Thursday,46.4240020752407
2023-01-19 22:00:00,Pizza Margherita,2,10.9280888946495,West,Cash,True,Rainy,26.13390853635,Average,Neutral,35,In Store,Vanessa Mcpherson,"075 Lopez Pines Apt. 039
West Laurenborough, MT 84128",950.990.6386,randalldawn@example.org,Mike Burton,tyler32@example.com,Thursday,21.8561777892991
2023-01-19 23:00:00,Vanilla Cake,5,19.2934519399674,East,Online,True,Sunny,29.9295475917595,Average,Neutral,30,Phone Order,Whitney Hughes,"0834 Tiffany Forks Suite 445
Harrischester, ME 51598",001-919-671-6150x709,michaelmoody@example.net,Darrell Hernandez,lewisrenee@example.net,Thursday,96.467259699837
2023-01-20 00:00:00,Cheesecake,5,19.5057902213905,South,Credit Card,True,Cloudy,26.972821712199,Good,Positive,30,In Store,Robert Thomas,"2201 Morton Key Suite 114
Taraton, MD 37567",439.432.9747,marissa29@example.org,Richard Rogers,jennifer03@example.net,Friday,97.5289511069526
2023-01-20 01:00:00,Chocolate Cake,5,10.8919066371401,West,Credit Card,True,Rainy,29.4588304596281,Average,Positive,49,Online Order,Christopher Garcia,"108 Murphy Causeway
Lake Karenshire, OR 40540",379.315.5091x9696,wdouglas@example.org,Jeffrey Wise,jordanelizabeth@example.org,Friday,54.4595331857007
2023-01-20 02:00:00,Cheesecake,2,17.813328595113,North,Credit Card,True,Sunny,26.743983590116,Average,Neutral,31,Online Order,Melissa Reynolds,"216 Miller Ports
New Nicholaston, SD 04392",951.634.3711x610,caseyneal@example.org,Michelle Mendoza,jennifer50@example.net,Friday,35.626657190226
2023-01-20 03:00:00,Cheesecake,4,16.5963356254619,West,Cash,False,Rainy,22.8294836963611,Average,Positive,23,Phone Order,Joseph Vazquez,"029 Justin Alley
East Chadbury, MT 57057",(331)719-2317,johnsonanthony@example.net,Robert Manning,sandrastewart@example.com,Friday,66.3853425018479
2023-01-20 04:00:00,Fruit Cake,4,9.64999905757683,North,Cash,False,Cloudy,27.6184612400507,Average,Unknown,49,Phone Order,Julie Reyes,"8567 Golden Plains Apt. 021
West Adam, AS 17011",+1-990-504-2565x00839,isabel44@example.com,Christopher Harding,rangelmatthew@example.com,Friday,38.5999962303073
2023-01-20 05:00:00,Red Velvet Cake,1,8.48059743351659,West,Online,True,Sunny,27.15434218268169,Good,Neutral,43,Online Order,Richard Arnold,"012 Walker Orchard
New Christopherhaven, AL 03109",(578)346-5366x238,hernandezmisty@example.net,Andrew Taylor,mary65@example.net,Friday,8.48059743351659
2023-01-20 06:00:00,Vanilla Cake,5,11.8735197558925,North,Credit Card,False,Cloudy,32.1590577239024,Average,Negative,53,Online Order,Sarah Brown,"46736 Li Rapids Apt. 106
West Edwardshire, KS 39704",+1-802-227-2228x47860,steven12@example.com,Michael Reilly,benjamin41@example.org,Friday,59.3675987794625
2023-01-20 07:00:00,Pizza Margherita,4,16.720232609216,East,Cash,True,Sunny,31.0328105869037,Average,Unknown,32,Online Order,Todd Williamson,"68070 Andrews Inlet
West Natalie, LA 20802",6452031141,burnsdebra@example.net,Gabrielle Barnes,jbrooks@example.org,Friday,66.8809304368643
2023-01-20 08:00:00,Pizza Margherita,1,19.4025167709311,South,Online,True,Cloudy,29.9568743591216,Average,Positive,26,Phone Order,Jennifer Watts,"897 Nathan Dale
New Sara, UT 30733",668.740.7890,ryan57@example.org,Katherine Mccarthy,kathryn56@example.net,Friday,19.4025167709311
2023-01-20 09:00:00,Pizza Beef Double decker,4,16.4536860329985,North,Credit Card,False,Sunny,21.7008064332885,Excellent,Positive,33,Online Order,Cheryl Taylor,"8123 Brady Knolls
Johnview, OK 97652",(877)224-4780x096,jenniferrobinson@example.org,Margaret Ortiz,perezjennifer@example.net,Friday,65.8147441319943
2023-01-20 10:00:00,Chocolate Cake,5,17.8281047752755,West,Cash,True,Rainy,30.8092443599557,Good,Positive,36,Phone Order,Nicholas Serrano,"6770 Hancock Mill
Hendersonberg, VI 90828",542.490.3739,pricemichael@example.org,Joshua Young,teresaromero@example.org,Friday,89.1405238763777
2023-01-20 11:00:00,Pizza Pepperoni,3,14.0459645925577,North,Credit Card,True,Sunny,27.5045773453177,Excellent,Negative,29,Online Order,Ashley Gonzalez,"7246 Lopez Union
Port Daniel, ND 33253",271-765-1024x9756,whiterobert@example.com,Clifford Perez,ramirezethan@example.net,Friday,42.1378937776732
2023-01-20 12:00:00,Red Velvet Cake,5,17.5311174626318,North,Credit Card,True,Rainy,27.15434218268169,Excellent,Unknown,15,In Store,Tracy Porter,"75078 Emily Road
Laurieburgh, VI 62443",001-531-738-2728,walkerjonathan@example.com,Christina Gonzales,wfarrell@example.org,Friday,87.6555873131594
2023-01-20 13:00:00,Pizza Pepperoni,2,16.7663128700512,North,Cash,False,Sunny,33.7980640119581,Good,Unknown,16,In Store,Patrick Scott,"417 Ritter Highway
Justinberg, PA 57786",764-410-8551x809,vdennis@example.org,Justin Boyd,zstewart@example.org,Friday,33.5326257401025
2023-01-20 14:00:00,Vanilla Cake,4,10.6547831288942,West,Cash,False,Sunny,20.8273488590267,Excellent,Neutral,22,Online Order,Amanda Wilson,"981 Melanie Corners Apt. 600
Christinachester, PR 90968",214-428-4078,michaelsmith@example.com,Brandon Kirby,Unknown,Friday,42.6191325155768
2023-01-20 15:00:00,Cheesecake,4,13.2798545318108,South,Cash,False,Cloudy,27.15434218268169,Excellent,Positive,36,In Store,Brian Williamson,"9413 Tony Pike
East Erica, CO 01131",309-344-5472x067,xgonzales@example.net,Rebecca Bean,donaldsmith@example.org,Friday,53.1194181272432
2023-01-20 16:00:00,Pizza Margherita,2,17.0712968298454,East,Credit Card,False,Cloudy,20.56546085634,Excellent,Negative,39,Phone Order,Deborah Williams,"Unit 8008 Box 8461
DPO AE 45939",001-489-847-6268x13081,curtis91@example.org,Jennifer Stark,Unknown,Friday,34.1425936596908
2023-01-20 17:00:00,Vanilla Cake,2,5.69085101284934,South,Credit Card,True,Cloudy,25.5075443854253,Good,Neutral,16,In Store,Johnny Davies,"Unit 8954 Box 8411
DPO AE 84647",549-889-3426x72177,michaelriley@example.org,Jose Rosales,kristenwilkerson@example.net,Friday,11.3817020256986
2023-01-20 18:00:00,Cheesecake,3,17.1211892353374,North,Online,False,Sunny,28.1344996343161,Average,Negative,23,In Store,Dawn Bishop,"547 Kathleen Groves Apt. 919
Lake Aaron, AZ 15334",7935454336,eddieknight@example.net,Michael Smith,jacob88@example.com,Friday,51.3635677060123
2023-01-20 19:00:00,Pizza Margherita,4,7.66832186073535,West,Credit Card,False,Sunny,22.2215119794069,Poor,Positive,23,Phone Order,Joy Brooks,"1207 Stephanie Causeway Apt. 960
East Lindseybury, FM 45572",001-821-598-8730,coleaustin@example.net,Brent Andersen,dwilliams@example.net,Friday,30.6732874429414
2023-01-20 20:00:00,Cheesecake,4,12.7202542568215,South,Cash,False,Sunny,31.1947071885361,Poor,Negative,27,In Store,Diane Esparza,"568 Nelson Plains
Smithborough, IN 53631",001-201-636-7945,robertolee@example.net,Tina Brown,lpacheco@example.org,Friday,50.8810170272863
2023-01-20 21:00:00,Chocolate Cake,3,17.124131593339,North,Credit Card,True,Rainy,20.125320562582,Good,Negative,20,In Store,Cody Mclaughlin,"890 Clayton Greens
Lake Judyfort, MS 93384",(702)680-5276,emeyer@example.org,Jessica Mckee,jtaylor@example.net,Friday,51.3723947800171
2023-01-20 22:00:00,Red Velvet Cake,1,8.80731617235042,East,Online,False,Rainy,27.15434218268169,Poor,Positive,44,Online Order,Alexandra Alexander,"103 Ashley Mission Suite 144
South April, MO 61203",(254)407-3552x2996,Unknown,Bryan Craig,seanmurphy@example.com,Friday,8.80731617235042
2023-01-20 23:00:00,Vanilla Cake,3,8.68711158959229,East,Online,False,Sunny,28.7119524478021,Good,Positive,29,Phone Order,Jennifer Dawson,"112 Michelle Walk
West Corey, CA 48536",624-719-8069x15931,agarcia@example.net,Lisa Garner,fpowell@example.com,Friday,26.0613347687768
2023-01-21 00:00:00,Vanilla Cake,5,11.0414659769337,East,Cash,True,Cloudy,30.7158134305593,Good,Neutral,29,Phone Order,Ashley Savage,"7600 James Port
Susanbury, PA 60133",+1-552-486-5118,Unknown,Jacob Hart,virginiaparker@example.org,Saturday,55.2073298846688
2023-01-21 01:00:00,Carrot Cake,4,18.4196419636645,North,Cash,True,Cloudy,33.7496465404087,Poor,Positive,21,Online Order,Breanna Mcneil,"USS Simmons
FPO AP 50906",(615)769-0619x22920,rebecca35@example.org,Bryan Miller,msimmons@example.com,Saturday,73.678567854658
2023-01-21 02:00:00,Fruit Cake,2,5.00664172155811,West,Online,True,Cloudy,30.5824497790193,Excellent,Neutral,25,Online Order,David Lee,"0759 Glenn Union
New Christopherhaven, RI 36506",001-976-988-1029,michaelmartinez@example.com,Aaron Richardson,kaitlynhaley@example.com,Saturday,10.0132834431162
2023-01-21 03:00:00,Chocolate Cake,5,18.520746449629,South,Online,True,Sunny,30.0766890538229,Average,Negative,54,In Store,Tristan Jimenez,"9508 Gina Canyon
New Tiffany, AZ 27745",727.347.2038,ashleysanders@example.com,David Brown,turnerlydia@example.org,Saturday,92.6037322481451
2023-01-21 04:00:00,Chocolate Cake,4,7.30710536962411,East,Online,False,Cloudy,25.9151171952599,Poor,Unknown,52,In Store,Kenneth Martin,"8027 Ashley Skyway Apt. 593
Williefort, MN 77322",4114955125,nelsonallison@example.com,Peter Orozco,christopher67@example.org,Saturday,29.2284214784964
2023-01-21 05:00:00,Pizza Pepperoni,3,19.8512956410122,North,Cash,True,Sunny,20.019266382902,Poor,Unknown,54,In Store,Robert Andrews,"098 York Port Suite 096
Mariaburgh, AZ 81703",772.758.1589x90503,gomezkimberly@example.com,Jose Taylor,david68@example.org,Saturday,59.5538869230366
2023-01-21 06:00:00,Cheesecake,5,19.322704895577,North,Online,False,Rainy,21.8023888810343,Poor,Unknown,16,Online Order,Donna Miller,"0163 Bates Light Suite 021
Lake Daniel, GU 68469",557-345-2055x66539,nancy14@example.com,Makayla Morgan,rayjames@example.com,Saturday,96.6135244778851
2023-01-21 07:00:00,Fruit Cake,4,12.4201278438692,South,Online,False,Cloudy,28.0183181713405,Poor,Positive,53,Phone Order,Dana Diaz,"6581 Donna Cliffs
New Randy, ND 06108",(757)614-1542,Unknown,Joy Rivera,hflores@example.net,Saturday,49.6805113754769
2023-01-21 08:00:00,Red Velvet Cake,1,12.6908037171894,East,Cash,False,Rainy,30.1269482876662,Good,Negative,24,In Store,Theresa Thompson,"04111 Donovan Dale Apt. 244
Anthonytown, OH 71308",788.296.8642,james46@example.com,Lynn Rodriguez,nathaniel99@example.com,Saturday,12.6908037171894
2023-01-21 09:00:00,Red Velvet Cake,1,12.2232401041378,North,Credit Card,False,Cloudy,26.2617242584469,Good,Neutral,58,Online Order,Anthony Mendez,"978 Taylor Rest Apt. 397
Grahammouth, NM 02070",(842)390-0229x327,jamie61@example.org,Daniel Lee,katherinepalmer@example.org,Saturday,12.2232401041378
2023-01-21 10:00:00,Chocolate Cake,2,14.5316546848928,South,Credit Card,False,Sunny,30.9601851729258,Average,Negative,31,Phone Order,Randy Reid,"3149 Julia Mill
Evelynmouth, CT 23470",5144208139,patricia94@example.com,Steven Jones,howelladam@example.com,Saturday,29.0633093697856
2023-01-21 11:00:00,Red Velvet Cake,4,6.36082553352396,West,Online,True,Sunny,27.8279344299826,Average,Negative,21,Online Order,Cynthia Davis,"915 Lawrence Roads Apt. 832
Robertmouth, MH 73122",001-958-490-2158x4629,kdaniel@example.net,Joseph Whitaker,carpenteramanda@example.com,Saturday,25.4433021340958
2023-01-21 12:00:00,Carrot Cake,1,5.48926922512349,West,Credit Card,False,Sunny,21.1126429339146,Poor,Positive,54,In Store,Lisa Hall,"728 Campbell Way Suite 753
Chandlerfort, VI 54423",722-888-5563x710,karen51@example.net,Jackie Gonzalez,edwardsalyssa@example.org,Saturday,5.48926922512349
2023-01-21 13:00:00,Vanilla Cake,3,5.86554392623848,West,Credit Card,False,Sunny,22.8802437645192,Poor,Neutral,53,Online Order,Robin Payne,"252 Horn Shore
South Elizabethburgh, CO 17609",(506)288-3785,jbenitez@example.com,Joseph Wilson,stephen06@example.net,Saturday,17.5966317787154
2023-01-21 14:00:00,Pizza Beef Double decker,4,11.6654802386227,East,Credit Card,False,Cloudy,32.5999733486591,Poor,Negative,18,Online Order,Mary Johnson,"029 Young Islands Suite 601
Lake Natashaville, PW 92957",375-573-1611,christian30@example.net,Tracy Walker,duffyjohnny@example.com,Saturday,46.6619209544908
2023-01-21 15:00:00,Pizza Pepperoni,3,9.13321908829225,South,Credit Card,True,Rainy,30.8736911993665,Average,Positive,49,Online Order,Jacob Dixon,"78252 Taylor Course Suite 722
Julieborough, WI 50611",(728)820-1372x8319,lwarren@example.com,Sarah Smith,steven17@example.com,Saturday,27.3996572648767
2023-01-21 16:00:00,Cheesecake,3,14.3305934355649,South,Online,False,Sunny,33.4214298051874,Poor,Negative,50,Online Order,Stephen Simmons,"8410 Williams Pike Apt. 670
South Edward, IA 02360",657.505.4673x66081,kimberly49@example.com,Kimberly Garcia,jenniferreed@example.net,Saturday,42.9917803066947
2023-01-21 17:00:00,Cheesecake,1,19.8866343406216,North,Credit Card,False,Cloudy,21.763358736814,Excellent,Negative,45,Phone Order,Jon Smith MD,"USNV Griffin
FPO AA 00875",332-889-5958x7970,steven59@example.com,Mr. William Garrison DDS,ricesarah@example.com,Saturday,19.8866343406216
2023-01-21 18:00:00,Pizza Margherita,4,10.7948475961469,North,Credit Card,True,Rainy,34.8533380192261,Average,Positive,39,In Store,Dr. Robert Medina,"4208 Griffin Mountain
North Linda, AK 14414",5209192280,garciaalexander@example.org,Daniel Christian,hendricksshane@example.org,Saturday,43.1793903845879
2023-01-21 19:00:00,Pizza Beef Double decker,5,13.6076188115677,North,Cash,False,Sunny,23.141100709249,Excellent,Positive,55,Phone Order,James Hart,"875 Justin Pine
South Heather, ID 17561",823.229.6072x658,rachelolson@example.org,Laura Walters,brittany97@example.org,Saturday,68.0380940578385
2023-01-21 20:00:00,Chocolate Cake,1,11.23405843861,South,Online,False,Rainy,20.1766981442996,Poor,Neutral,27,Online Order,Lisa Wilkinson,"0666 Crawford Estates
West Ryan, FL 98865",917-350-5776x33158,lcurtis@example.net,Thomas Mason,williamrivas@example.org,Saturday,11.23405843861
2023-01-21 21:00:00,Carrot Cake,1,17.7090750158278,North,Cash,True,Sunny,34.9613440858033,Good,Negative,32,Online Order,Monique Anderson,"242 Jamie Cape Apt. 161
Alyssaburgh, VT 03451",290-404-8149,iwalker@example.com,Amy Lowery,Unknown,Saturday,17.7090750158278
2023-01-21 22:00:00,Vanilla Cake,4,18.5335460519335,South,Cash,False,Rainy,24.2161082816766,Excellent,Neutral,35,In Store,Robert Mcclure,"1170 Jorge Drive Suite 261
Lake Jamie, PR 60468",3452495382,davidgomez@example.org,Stacey Mckenzie,wilsonbenjamin@example.net,Saturday,74.1341842077342
2023-01-21 23:00:00,Vanilla Cake,4,18.1603341830789,South,Online,False,Rainy,27.15434218268169,Average,Positive,15,In Store,Patrick Alexander,"0521 Mercer Park Apt. 757
Nicholasport, WY 55619",+1-760-763-4193,gonzalesamber@example.com,Jennifer Herman,mwilson@example.com,Saturday,72.6413367323156
2023-01-22 00:00:00,Carrot Cake,3,19.6155835801888,West,Credit Card,False,Sunny,22.6502347126445,Excellent,Positive,50,Phone Order,Suzanne Smith,"695 Gutierrez Drive
South Dalton, MN 89932",(210)271-8926,jefferywaters@example.com,Phillip Vincent,mary03@example.com,Sunday,58.8467507405665
2023-01-22 01:00:00,Fruit Cake,4,5.41278777710623,North,Cash,False,Cloudy,28.7034279829871,Average,Negative,22,Phone Order,Theresa Stanley,"427 Jessica Shoal Suite 277
North Erin, AS 93068",001-952-260-1400x746,simpsonalexander@example.net,William Reynolds,ivalentine@example.net,Sunday,21.6511511084249
2023-01-22 02:00:00,Pizza Margherita,3,17.5972424321829,West,Online,False,Rainy,33.5605247968183,Poor,Neutral,35,In Store,David Odonnell,"6674 Hines Springs Suite 622
Nguyenville, FM 25013",217-484-7780,hansendeborah@example.net,Todd Rivera,Unknown,Sunday,52.7917272965489
2023-01-22 03:00:00,Cheesecake,1,16.2765825955863,East,Credit Card,True,Sunny,24.8027175114265,Excellent,Neutral,57,Phone Order,Curtis Hernandez,"980 Lawrence Stream
West Grantburgh, TN 47950",+1-724-362-1021x89176,stacy55@example.org,Taylor Mcmahon,oguzman@example.org,Sunday,16.2765825955863
2023-01-22 04:00:00,Pizza Beef Double decker,2,8.43041614100547,East,Online,True,Rainy,30.0538096406653,Good,Negative,35,Online Order,Peter Bennett,"20652 Lewis Meadows
Port Theresa, ME 49930",+1-891-995-7757x176,collinslinda@example.net,Patrick Diaz,nnewton@example.org,Sunday,16.8608322820109
2023-01-22 05:00:00,Red Velvet Cake,5,19.3448014008129,East,Cash,True,Rainy,22.8185538319762,Excellent,Negative,41,Online Order,Danielle Sanders,"325 Brown Forks
Christopherfurt, OR 40024",3492919464,Unknown,James Simmons,Unknown,Sunday,96.7240070040645
2023-01-22 06:00:00,Pizza Margherita,1,7.22266892344918,South,Credit Card,False,Cloudy,29.3719309807808,Good,Neutral,33,In Store,Cindy Wilson,"Unit 5084 Box 9096
DPO AP 86236",(900)949-5251x446,Unknown,Michael Vang,karenrosario@example.net,Sunday,7.22266892344918
2023-01-22 07:00:00,Pizza Beef Double decker,4,15.1932489070086,South,Credit Card,False,Rainy,27.15434218268169,Average,Positive,37,Phone Order,Nathan Robinson,"468 Kristen Port
Millerview, DC 36829",998-733-0060,melissa55@example.org,Ashley Martinez,shayden@example.com,Sunday,60.7729956280345
2023-01-22 08:00:00,Pizza Pepperoni,5,8.37335325223868,South,Online,False,Rainy,23.1681238788192,Poor,Positive,57,Online Order,Hannah Flores,"6475 Ricky Forks Apt. 307
Janemouth, PW 29430",(906)299-3019x72355,griffincarol@example.net,Clifford Moon,daniel86@example.com,Sunday,41.8667662611934
2023-01-22 09:00:00,Pizza Pepperoni,2,11.4707097316111,North,Credit Card,True,Sunny,24.6977307605545,Poor,Negative,49,In Store,Audrey Richardson,"48311 Russell Cliff Apt. 656
South Jaclynchester, AZ 42853",(518)913-3773x83459,douglas70@example.org,Frank Salinas,astrong@example.net,Sunday,22.9414194632222
2023-01-22 10:00:00,Pizza Margherita,2,15.7873984541685,West,Cash,False,Sunny,22.6826160276169,Good,Neutral,54,Phone Order,Tracy Diaz,"24842 Valerie Drive Apt. 019
Port George, ME 58752",001-311-560-1574x9389,cortiz@example.com,John Mendoza,jim55@example.org,Sunday,31.574796908337
2023-01-22 11:00:00,Chocolate Cake,3,13.4498696304957,South,Cash,False,Cloudy,33.5287416175682,Average,Unknown,56,Online Order,Marcus Butler,"3743 Lindsey Canyon
Susantown, NE 67705",+1-966-626-7832,william81@example.net,Michelle Hernandez,zparker@example.net,Sunday,40.3496088914871
2023-01-22 12:00:00,Pizza Beef Double decker,5,11.4125274699216,West,Cash,False,Rainy,25.9578032947569,Poor,Neutral,19,Phone Order,Samuel Salazar,"53121 Marissa Glen
West Sherylbury, AZ 62765",+1-989-257-2508x02077,kristiewalker@example.net,Tammy Cervantes,richardjackson@example.org,Sunday,57.0626373496083
2023-01-22 13:00:00,Pizza Beef Double decker,3,9.8950764639798,West,Online,True,Rainy,23.6791895746155,Average,Unknown,55,Phone Order,Caitlin Smith,"98859 Deborah Isle Suite 034
Robertside, VA 11629",526-987-6705x70130,franciscojohnson@example.org,Matthew Bailey,randalldavis@example.org,Sunday,29.6852293919394
2023-01-22 14:00:00,Carrot Cake,1,17.5948948356318,West,Credit Card,True,Rainy,26.7261176152389,Good,Positive,22,Phone Order,Michael Fisher,"824 Brown Flat Apt. 672
Port Travismouth, CA 32445",+1-422-814-7140x793,ortizshannon@example.net,Cynthia Davis,jose88@example.org,Sunday,17.5948948356318
2023-01-22 15:00:00,Chocolate Cake,5,7.1572152547222,North,Credit Card,False,Cloudy,24.8080425020974,Good,Neutral,25,In Store,Robert Williams,"175 Curtis Trafficway
Jamesport, CA 78426",(572)407-7118x706,pramos@example.com,Devin York,dana10@example.com,Sunday,35.786076273611
2023-01-22 16:00:00,Cheesecake,1,11.451543147947,North,Credit Card,False,Rainy,31.1662888071998,Excellent,Neutral,30,Online Order,Amanda Gray,"2210 Carol Well Suite 585
Davidborough, OH 61894",(488)631-2286,rcurtis@example.org,Joseph Rodriguez,rwheeler@example.com,Sunday,11.451543147947
2023-01-22 17:00:00,Cheesecake,3,18.5563635766271,East,Cash,False,Sunny,34.5682986782824,Poor,Negative,53,In Store,Kerri Taylor,"962 Steven Turnpike Apt. 787
Carolton, VT 70610",969-246-4908x607,william80@example.net,Kevin Smith,holly40@example.org,Sunday,55.6690907298814
2023-01-22 18:00:00,Red Velvet Cake,5,17.6877432568995,East,Credit Card,True,Cloudy,26.5705048504647,Poor,Unknown,38,Online Order,Michael Trevino,"33136 Erin Views
West Teresa, DC 60663",(556)559-0105x50341,rjackson@example.org,Anna Harris,allison31@example.net,Sunday,88.4387162844975
2023-01-22 19:00:00,Vanilla Cake,3,11.0141264370957,West,Cash,True,Sunny,32.9155009995836,Excellent,Neutral,35,Online Order,Robert Wilson,"77680 Bryan Circles Suite 820
Conwayfurt, SC 64270",001-274-244-8263x3356,oburton@example.org,Jessica Jones,williamsjuan@example.org,Sunday,33.0423793112871
2023-01-22 20:00:00,Pizza Pepperoni,5,16.4466254540196,East,Credit Card,True,Sunny,28.4879461033942,Good,Neutral,37,In Store,Jamie Wagner,"167 Philip Lakes Suite 157
Bartlettmouth, VI 39964",690-465-5021x229,Unknown,Christopher Cox,melissajohnson@example.org,Sunday,82.2331272700981
2023-01-22 21:00:00,Cheesecake,3,17.3474124606328,West,Cash,False,Cloudy,22.3585349764135,Good,Unknown,52,In Store,Eric Fritz,"802 Jeffrey Camp
Jamesfort, MS 04114",+1-778-469-4170x46596,bradleytammy@example.org,Brittany Johnson,ccummings@example.net,Sunday,52.0422373818986
2023-01-22 22:00:00,Chocolate Cake,2,18.3333113600544,North,Credit Card,True,Sunny,30.3593411312201,Good,Neutral,22,Online Order,Christopher Randall,"USNV Williams
FPO AA 35896",(897)271-3724,oarnold@example.org,Amy Jones,yolandagarcia@example.com,Sunday,36.6666227201088
2023-01-22 23:00:00,Pizza Beef Double decker,3,13.1675865357384,North,Online,False,Rainy,27.7015174568873,Good,Negative,21,Online Order,Paula Mata,"5803 Carlos Harbors Apt. 583
Billshire, AL 41107",(929)838-4705x58963,robert04@example.com,Matthew Nelson,michael64@example.org,Sunday,39.5027596072152
2023-01-23 00:00:00,Cheesecake,2,8.06691329082067,North,Online,False,Cloudy,29.7590978487815,Average,Positive,16,Online Order,Claire Graham,"43483 Sabrina Inlet Apt. 007
West Timothy, PR 52540",503-503-7874x4998,sextonstacey@example.org,Carla Burns,bakerbrittany@example.net,Monday,16.1338265816413
2023-01-23 01:00:00,Pizza Beef Double decker,3,8.82963614755897,South,Cash,True,Sunny,33.3453111885749,Poor,Negative,44,Phone Order,Juan Ward,"3902 Garcia Brook Suite 686
Lake Josephtown, MD 80371",782-562-7188x28881,Unknown,Christopher Holland,pkane@example.net,Monday,26.4889084426769
2023-01-23 02:00:00,Cheesecake,5,9.43542011062406,West,Cash,False,Rainy,27.15434218268169,Poor,Unknown,27,Online Order,Aaron Morton,"05327 James Viaduct
Matthewstad, IA 77748",001-933-309-0032x505,Unknown,Kevin Mahoney,annafuller@example.com,Monday,47.1771005531203
2023-01-23 03:00:00,Pizza Pepperoni,5,13.9070372121442,North,Credit Card,True,Rainy,33.5176643482603,Good,Positive,37,In Store,Tiffany Waters,"48531 Laura Stravenue Suite 558
Williammouth, AL 50114",915.716.8609x947,fernandezadam@example.net,David Everett,taylortyler@example.net,Monday,69.5351860607211
2023-01-23 04:00:00,Cheesecake,5,5.49214436192912,West,Credit Card,False,Sunny,31.2600352142248,Good,Negative,43,In Store,Jessica Carson,"8342 Julia Trail
Stephanieberg, DC 84385",3525259935,twu@example.org,Matthew Knox,iwalker@example.com,Monday,27.4607218096456
2023-01-23 05:00:00,Chocolate Cake,4,14.5406370316995,East,Online,False,Rainy,27.3290738881697,Good,Neutral,52,In Store,Bobby Bishop,"5944 Watson Motorway Apt. 542
North Jimmy, MP 50944",(982)673-1864,johngill@example.net,Brittney Doyle,leejustin@example.com,Monday,58.1625481267981
2023-01-23 06:00:00,Cheesecake,1,10.4653135764234,East,Credit Card,True,Cloudy,29.0483320348694,Poor,Negative,51,Online Order,Marissa Harris,"7279 Sanchez Groves
Port Brian, GU 25573",001-992-653-8533,cherryjason@example.com,Kathryn Smith,james34@example.net,Monday,10.4653135764234
2023-01-23 07:00:00,Vanilla Cake,5,9.42862703734463,North,Cash,False,Sunny,24.8837169877851,Poor,Positive,34,Online Order,Joshua Patterson,"81434 Lane Street
Averyville, ND 86786",+1-989-611-5996x5826,hjohnson@example.net,Michelle Wilson,jerry40@example.org,Monday,47.1431351867231
2023-01-23 08:00:00,Pizza Pepperoni,2,18.1924485609218,West,Cash,False,Rainy,34.7539594960816,Good,Positive,47,Phone Order,Carla Gillespie,"5329 Duane Street
East Charles, MS 91917",590.450.3352x47705,davidhammond@example.org,Mrs. Stacy Cunningham,mary86@example.net,Monday,36.3848971218437
2023-01-23 09:00:00,Chocolate Cake,5,11.9000359337119,North,Cash,False,Rainy,30.0102674457559,Average,Positive,43,Phone Order,Veronica Wilson,"3727 Caldwell Branch
East Theresa, HI 25615",+1-332-343-9683x8214,zamoralinda@example.com,Stephanie Harrington,shepardtiffany@example.net,Monday,59.5001796685599
2023-01-23 10:00:00,Carrot Cake,4,6.42579568299039,East,Cash,False,Sunny,20.6577027874494,Excellent,Negative,29,In Store,Matthew Figueroa,"366 Jennifer Burg
New Mollystad, MS 60748",001-381-321-0399x774,gjones@example.com,Courtney Schmitt,lnavarro@example.org,Monday,25.7031827319615
2023-01-23 11:00:00,Chocolate Cake,2,17.4012015203937,North,Cash,False,Sunny,24.8993285862201,Excellent,Neutral,37,Phone Order,Catherine Dixon,"5723 Joyce Squares Apt. 631
East Troytown, IN 98967",001-933-770-2267x873,wallsjessica@example.org,Terry Schmidt,zunigaian@example.org,Monday,34.8024030407874
2023-01-23 12:00:00,Vanilla Cake,4,5.71461886154759,West,Online,False,Sunny,29.3497165063858,Excellent,Positive,56,Phone Order,Sara Cross,"9454 Megan Gateway Suite 344
West Hollystad, MS 16208",+1-279-279-7527x17708,michealkaiser@example.org,Deborah Cohen,sfrancis@example.com,Monday,22.8584754461903
2023-01-23 13:00:00,Pizza Pepperoni,2,15.9012383625229,East,Online,False,Sunny,20.8449991669885,Poor,Neutral,17,In Store,Scott Martin,"1546 Jason View Suite 419
West Heather, HI 88607",(873)735-4192,coffeypamela@example.net,Dr. Matthew Graham,tina22@example.net,Monday,31.8024767250459
